fecha,finalidad,funcion,devengado
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,711270.98
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,718403.16
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,742296.29
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,752724.37
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,766726.17
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,812704.51
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,817632.96
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,818430.00
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,824667.76
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,835164.72
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,845595.90
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,846082.19
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,895153.49
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,903672.07
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,913461.89
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,916657.16
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,916657.53
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,922637.06
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,924411.29
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,935538.78
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,997276.79
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,1001127.73
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,1022575.10
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,1070499.13
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,1073055.74
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,1127126.92
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,1143966.31
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,1315588.18
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,1365596.90
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,1413917.28
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,1714429.28
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,1720042.41
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,1720804.51
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,1971092.75
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,2071497.62
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,2107322.12
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,2114225.53
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,2158991.63
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,2271707.43
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,2361661.97
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,2586953.85
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,2779682.43
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,2817765.20
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,2954159.70
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,3101254.07
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,3371410.29
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,3422983.11
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,3449309.18
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,3768908.61
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,3815740.71
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,3883629.88
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,5404235.14
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,6449050.12
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,6582558.91
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,6731801.91
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,7051076.86
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,7330053.97
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,7899114.11
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,8221967.73
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,17666638.43
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,19296435.08
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,22873887.41
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,23791323.16
2026-08-29,SERVICIOS PUBLICOS GENERALES,Organos ejecutivos y legislativos,39611052.00
2026-08-29,SERVICIOS PUBLICOS GENERALES,Otros servicios generales,20020.00
2026-08-29,SERVICIOS PUBLICOS GENERALES,Otros servicios generales,24632.86
2026-08-29,SERVICIOS PUBLICOS GENERALES,Otros servicios generales,354129.74
2026-08-29,SERVICIOS PUBLICOS GENERALES,Otros servicios generales,375926.39
2026-08-29,SERVICIOS PUBLICOS GENERALES,Otros servicios generales,405826.63
2026-08-29,SERVICIOS PUBLICOS GENERALES,Otros servicios generales,639179.56
2026-08-29,SERVICIOS PUBLICOS GENERALES,Otros servicios generales,645291.09
2026-08-29,SERVICIOS PUBLICOS GENERALES,Otros servicios generales,758337.56
2026-08-29,SERVICIOS PUBLICOS GENERALES,Otros servicios generales,2242828.18
2026-08-29,SERVICIOS PUBLICOS GENERALES,Otros servicios generales,3587799.01
2026-08-29,SERVICIOS PUBLICOS GENERALES,Otros servicios públicos generales,3300.00
2026-08-29,SERVICIOS PUBLICOS GENERALES,Otros servicios públicos generales,29462.00
2026-08-29,SERVICIOS PUBLICOS GENERALES,Otros servicios públicos generales,158974.51
2026-08-29,SERVICIOS PUBLICOS GENERALES,Otros servicios públicos generales,225295.63
2026-08-29,SERVICIOS PUBLICOS GENERALES,Otros servicios públicos generales,367821.78
2026-08-29,SERVICIOS PUBLICOS GENERALES,Otros servicios públicos generales,669493.38
2026-08-29,SERVICIOS PUBLICOS GENERALES,Otros servicios públicos generales,2157371.98
2026-08-29,SERVICIOS PUBLICOS GENERALES,Otros servicios públicos generales,2436574.95
2026-08-29,SERVICIOS PUBLICOS GENERALES,Otros servicios públicos generales,6751465.79
2026-08-29,SERVICIOS PUBLICOS GENERALES,Otros servicios públicos generales,11402161.70
2026-08-29,SERVICIOS PUBLICOS GENERALES,Servicios generales de personal,9297.34
2026-08-29,SERVICIOS PUBLICOS GENERALES,Servicios generales de personal,95244.56
2026-08-29,SERVICIOS PUBLICOS GENERALES,Servicios generales de planificación y estadística,415048.90
2026-08-29,SERVICIOS PUBLICOS GENERALES,Servicios generales de planificación y estadística,431409.82
2026-08-29,SERVICIOS PUBLICOS GENERALES,Servicios generales de planificación y estadística,726094.78
2026-08-29,SERVICIOS PUBLICOS GENERALES,Servicios generales de planificación y estadística,2765837.31
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,247.56
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,378.00
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,3150.00
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,5012.28
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,6000.00
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,7077.49
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,11713.26
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,13813.76
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,13940.28
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,14991.22
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,15641.56
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,16002.09
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,24000.00
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,27630.00
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,28053.21
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,51913.27
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,52286.25
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,54233.37
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,56564.75
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,58215.11
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,67699.49
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,76214.77
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,77017.16
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,79200.00
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,80000.00
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,112817.01
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,115252.75
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,133117.61
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,133117.73
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,136484.98
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,139008.26
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,147372.45
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,157901.31
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,191054.22
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,201773.63
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,221436.48
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,225423.54
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,290530.33
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,291443.88
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,301922.39
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,321319.97
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,330415.49
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,335252.65
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,362850.95
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,509184.70
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,736396.70
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,967836.82
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,1057739.11
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,1106563.55
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,1179842.07
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,1325253.04
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,1345228.69
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,1662468.16
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,1941799.75
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,2031018.93
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,2180953.38
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,3034979.16
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,5207481.45
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transacciones de la Deuda Pública,8812623.44
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transferencias de carácter general entre diferentes niveles de gobierno,400.00
2026-08-29,SERVICIOS PUBLICOS GENERALES,Transferencias de carácter general entre diferentes niveles de gobierno,93437611.64
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,52.18
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,167.39
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,300.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,543.48
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,875.01
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,1372.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,1429.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,1500.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,1593.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,2168.39
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,2750.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,2800.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,3015.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,3300.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,3500.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,3600.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,3653.57
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,3893.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,3950.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,3960.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,4000.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,4070.71
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,4196.20
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,4400.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,4456.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,4500.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,4575.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,4582.80
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,4591.12
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,4641.39
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,4897.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,4948.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,4985.60
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,6250.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,6522.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,6700.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,7650.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,7946.04
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,8116.67
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,10000.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,10157.90
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,10720.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,10996.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,11393.49
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,12144.34
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,13900.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,14500.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,15000.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,15471.72
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,15495.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,16338.25
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,16498.04
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,17468.27
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,17727.12
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,17975.10
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,18050.07
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,18605.10
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,18900.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,18906.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,19116.84
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,19275.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,19800.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,19842.81
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,20819.42
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,22331.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,23966.60
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,24459.77
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,25166.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,25180.10
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,25200.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,26129.34
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,26237.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,28351.30
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,30015.02
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,30279.60
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,30434.31
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,37882.18
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,38132.48
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,39787.20
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,41800.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,43240.05
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,45307.31
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,45711.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,47766.02
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,51973.87
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,55420.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,55462.72
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,55670.26
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,55964.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,63104.22
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,64245.04
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,64802.49
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,73762.92
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,76651.43
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,78141.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,91605.21
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,99354.38
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,101005.97
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,113259.81
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,116943.50
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,127757.03
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,128410.85
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,140443.10
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,148458.87
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,168703.79
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,184120.14
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,265936.16
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,271147.84
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,353673.57
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,376463.41
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,509009.23
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,527429.38
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,590093.34
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,694083.32
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,1112061.10
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,1450147.12
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,1608741.88
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,4495313.30
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,9248754.12
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,9353347.33
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Abastecimiento de agua,10808458.79
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Alumbrado público,107.46
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Alumbrado público,139.20
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Alumbrado público,361.70
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Alumbrado público,390.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Alumbrado público,392.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Alumbrado público,417.60
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Alumbrado público,571.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Alumbrado público,838.90
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Alumbrado público,864.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Alumbrado público,909.80
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Alumbrado público,1009.68
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Alumbrado público,1020.02
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Alumbrado público,1144.15
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Alumbrado público,1392.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Alumbrado público,1428.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Alumbrado público,1428.57
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Alumbrado público,1430.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Alumbrado público,1456.83
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Alumbrado público,1480.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Alumbrado público,1500.00
2026-08-29,VIVIENDA Y SERVICIOS COMUNITARIOS,Alumbrado público,1750.00
