fecha,sector,actividad,devengado
2026-08-28,URBANISMO Y VIVIENDA,VIAS URBANAS Y RURALES,12428.00
2026-08-28,URBANISMO Y VIVIENDA,VIAS URBANAS Y RURALES,13494.64
2026-08-28,URBANISMO Y VIVIENDA,VIAS URBANAS Y RURALES,14552.51
2026-08-28,URBANISMO Y VIVIENDA,VIAS URBANAS Y RURALES,14700.00
2026-08-28,URBANISMO Y VIVIENDA,VIAS URBANAS Y RURALES,16300.00
2026-08-28,URBANISMO Y VIVIENDA,VIAS URBANAS Y RURALES,23811.00
2026-08-28,URBANISMO Y VIVIENDA,VIAS URBANAS Y RURALES,28182.02
2026-08-28,URBANISMO Y VIVIENDA,VIAS URBANAS Y RURALES,33543.51
2026-08-28,URBANISMO Y VIVIENDA,VIAS URBANAS Y RURALES,39981.53
2026-08-28,URBANISMO Y VIVIENDA,VIAS URBANAS Y RURALES,44579.18
2026-08-28,URBANISMO Y VIVIENDA,VIAS URBANAS Y RURALES,53520.00
2026-08-28,URBANISMO Y VIVIENDA,VIAS URBANAS Y RURALES,54311.10
2026-08-28,URBANISMO Y VIVIENDA,VIAS URBANAS Y RURALES,72560.16
2026-08-28,URBANISMO Y VIVIENDA,VIAS URBANAS Y RURALES,76607.94
2026-08-28,URBANISMO Y VIVIENDA,VIAS URBANAS Y RURALES,79704.33
2026-08-28,URBANISMO Y VIVIENDA,VIAS URBANAS Y RURALES,82069.00
2026-08-28,URBANISMO Y VIVIENDA,VIAS URBANAS Y RURALES,89689.62
2026-08-28,URBANISMO Y VIVIENDA,VIAS URBANAS Y RURALES,103133.44
2026-08-28,URBANISMO Y VIVIENDA,VIAS URBANAS Y RURALES,119450.00
2026-08-28,URBANISMO Y VIVIENDA,VIAS URBANAS Y RURALES,122330.90
2026-08-28,URBANISMO Y VIVIENDA,VIAS URBANAS Y RURALES,138458.68
2026-08-28,URBANISMO Y VIVIENDA,VIAS URBANAS Y RURALES,161891.24
2026-08-28,URBANISMO Y VIVIENDA,VIAS URBANAS Y RURALES,190746.53
2026-08-28,URBANISMO Y VIVIENDA,VIAS URBANAS Y RURALES,208515.81
2026-08-28,URBANISMO Y VIVIENDA,VIAS URBANAS Y RURALES,235582.27
2026-08-28,URBANISMO Y VIVIENDA,VIAS URBANAS Y RURALES,247019.54
2026-08-28,URBANISMO Y VIVIENDA,VIAS URBANAS Y RURALES,257526.00
2026-08-28,URBANISMO Y VIVIENDA,VIAS URBANAS Y RURALES,278395.24
2026-08-28,URBANISMO Y VIVIENDA,VIAS URBANAS Y RURALES,303538.98
2026-08-28,URBANISMO Y VIVIENDA,VIAS URBANAS Y RURALES,549389.22
2026-08-28,URBANISMO Y VIVIENDA,VIAS URBANAS Y RURALES,567220.88
2026-08-28,URBANISMO Y VIVIENDA,VIAS URBANAS Y RURALES,720867.96
2026-08-28,URBANISMO Y VIVIENDA,VIAS URBANAS Y RURALES,924634.88
2026-08-28,URBANISMO Y VIVIENDA,VIAS URBANAS Y RURALES,938130.75
2026-08-28,URBANISMO Y VIVIENDA,VIAS URBANAS Y RURALES,976155.96
2026-08-28,URBANISMO Y VIVIENDA,VIAS URBANAS Y RURALES,1158644.59
2026-08-28,URBANISMO Y VIVIENDA,VIAS URBANAS Y RURALES,1264469.51
2026-08-28,URBANISMO Y VIVIENDA,VIAS URBANAS Y RURALES,1776649.89
2026-08-28,URBANISMO Y VIVIENDA,VIAS URBANAS Y RURALES,2212582.60
2026-08-28,URBANISMO Y VIVIENDA,VIAS URBANAS Y RURALES,2996489.53
2026-08-28,URBANISMO Y VIVIENDA,VIAS URBANAS Y RURALES,8547666.67
2026-08-28,URBANISMO Y VIVIENDA,VIAS URBANAS Y RURALES,11980611.39
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,562.90
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,1548.00
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,5003.60
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,6490.00
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,7384.23
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,8353.00
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,9098.79
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,11918.00
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,14271.02
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,19029.95
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,19257.15
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,22204.92
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,24360.15
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,24391.71
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,26203.92
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,29009.50
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,35733.68
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,35779.64
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,38050.47
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,39971.30
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,40846.08
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,42956.34
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,46633.95
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,46884.00
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,48375.63
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,50240.22
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,51178.48
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,51259.16
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,51916.10
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,53069.46
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,66680.56
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,66903.80
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,67405.88
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,68925.14
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,75804.96
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,77079.74
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,81238.17
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,82203.66
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,83655.40
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,83749.39
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,83842.54
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,87242.00
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,87664.70
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,87795.36
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,88282.68
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,88765.07
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,97760.73
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,99564.07
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,99616.06
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,99880.85
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,100355.86
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,100666.70
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,104777.98
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,109086.67
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,111781.53
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,112018.92
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,113068.56
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,115367.42
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,122400.65
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,122584.37
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,124186.99
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,126047.64
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,126739.32
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,133247.00
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,137863.92
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,139243.87
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,140299.98
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,140432.49
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,142573.62
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,142593.98
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,151179.34
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,151779.37
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,179104.23
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,188653.74
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,189295.24
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,193409.60
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,193880.37
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,197773.12
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,198976.60
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,200968.27
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,204542.38
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,218833.48
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,229169.35
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,234118.67
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,252920.48
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,253965.71
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,255771.07
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,262493.49
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,291368.22
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,296876.55
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,307522.67
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,307572.41
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,311411.38
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,327992.61
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,341808.11
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,352897.13
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,359202.93
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,367566.65
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,376815.49
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,392245.24
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,401388.37
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,422060.97
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,435768.20
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,444220.67
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,447746.28
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,450159.86
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,456221.72
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,475046.91
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,487089.93
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,509700.57
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,511038.97
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,545034.06
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,620813.43
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,694886.15
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,699742.04
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,716349.90
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,718403.16
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,861400.58
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,924411.29
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,1063509.08
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,1065055.05
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,1155499.45
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,1234145.25
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,1250203.08
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,1259246.08
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,1461724.97
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,1529073.48
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,1594876.81
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,1759146.59
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,2282275.47
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,2954159.70
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,2991564.43
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,3031720.44
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,3162191.85
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,3585890.81
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,4044769.18
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,8130747.00
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,22096643.17
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,240.00
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,1164.00
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,1962.22
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,2798.00
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,3702.84
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,4168.00
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,4555.00
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,6625.23
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,6697.95
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,10646.33
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,11106.78
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,11486.97
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,12351.76
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,12500.00
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,12605.95
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,16500.16
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,16585.22
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,16913.36
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,17506.50
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,17872.49
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,20870.79
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,21692.14
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,24051.73
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,25528.36
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,26674.55
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,26840.61
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,26892.42
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,27846.48
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,29038.16
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,30510.00
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,32410.44
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,33144.88
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,33368.98
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,34629.70
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,35345.86
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,35688.47
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,35780.85
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,36142.70
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,37642.24
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,37791.63
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,39783.57
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,40085.82
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,40898.89
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,41609.43
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,42800.20
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,43016.07
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,44629.52
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,44788.29
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,46952.42
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,47829.91
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,51184.00
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,53135.34
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,53209.00
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,53807.21
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,55410.48
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,56628.41
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,60310.50
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,60856.09
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,62537.12
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,64201.78
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,64807.98
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,65016.03
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,66520.74
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,70440.48
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,70677.60
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,70890.99
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,72214.24
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,73062.51
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,75768.57
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,76653.18
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,78487.37
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,80336.87
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,81947.00
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,81966.70
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,82352.28
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,83583.96
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,85367.04
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,86022.85
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,90758.10
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,92048.32
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,94927.35
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,95929.44
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,96055.55
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,96554.74
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,99469.51
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,100315.03
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,100860.97
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,104395.69
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,107459.30
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,107779.08
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,108688.46
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,109019.52
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,117043.33
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,118065.81
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,118587.56
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,118600.17
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,122340.12
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,124491.05
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,126744.61
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,127013.44
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,127313.95
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,127374.11
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,127396.04
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,127701.51
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,128744.96
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,130884.65
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,131150.65
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,133279.49
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,133795.44
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,136192.33
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,136571.99
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,137229.03
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,137648.66
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,145767.22
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,148046.61
2026-08-29,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,153289.32
