fecha,grupo,partida,devengado
2026-08-12,ACTIVOS REALES,"CONSULTORÍA PARA CAPACITACIÓN, TRANSFERENCIA DE TECNOLOGÍA Y ORGANIZACIÓN PARA PROCESOS PRODUCTIVOS, EN PROYECTOS DE INVERSIÓN ESPECÍFICOS",7200.0
2026-08-12,ACTIVOS REALES,"CONSULTORÍA PARA CAPACITACIÓN, TRANSFERENCIA DE TECNOLOGÍA Y ORGANIZACIÓN PARA PROCESOS PRODUCTIVOS, EN PROYECTOS DE INVERSIÓN ESPECÍFICOS",9124.49
2026-08-12,ACTIVOS REALES,"CONSULTORÍA PARA CAPACITACIÓN, TRANSFERENCIA DE TECNOLOGÍA Y ORGANIZACIÓN PARA PROCESOS PRODUCTIVOS, EN PROYECTOS DE INVERSIÓN ESPECÍFICOS",11900.0
2026-08-12,ACTIVOS REALES,"CONSULTORÍA PARA CAPACITACIÓN, TRANSFERENCIA DE TECNOLOGÍA Y ORGANIZACIÓN PARA PROCESOS PRODUCTIVOS, EN PROYECTOS DE INVERSIÓN ESPECÍFICOS",12400.0
2026-08-12,ACTIVOS REALES,"CONSULTORÍA PARA CAPACITACIÓN, TRANSFERENCIA DE TECNOLOGÍA Y ORGANIZACIÓN PARA PROCESOS PRODUCTIVOS, EN PROYECTOS DE INVERSIÓN ESPECÍFICOS",13900.0
2026-08-12,ACTIVOS REALES,"CONSULTORÍA PARA CAPACITACIÓN, TRANSFERENCIA DE TECNOLOGÍA Y ORGANIZACIÓN PARA PROCESOS PRODUCTIVOS, EN PROYECTOS DE INVERSIÓN ESPECÍFICOS",17040.0
2026-08-12,ACTIVOS REALES,"CONSULTORÍA PARA CAPACITACIÓN, TRANSFERENCIA DE TECNOLOGÍA Y ORGANIZACIÓN PARA PROCESOS PRODUCTIVOS, EN PROYECTOS DE INVERSIÓN ESPECÍFICOS",18000.0
2026-08-12,ACTIVOS REALES,"CONSULTORÍA PARA CAPACITACIÓN, TRANSFERENCIA DE TECNOLOGÍA Y ORGANIZACIÓN PARA PROCESOS PRODUCTIVOS, EN PROYECTOS DE INVERSIÓN ESPECÍFICOS",45316.329999999994
2026-08-12,ACTIVOS REALES,"CONSULTORÍA PARA CAPACITACIÓN, TRANSFERENCIA DE TECNOLOGÍA Y ORGANIZACIÓN PARA PROCESOS PRODUCTIVOS, EN PROYECTOS DE INVERSIÓN ESPECÍFICOS",66369.91
2026-08-12,ACTIVOS REALES,"CONSULTORÍA PARA CAPACITACIÓN, TRANSFERENCIA DE TECNOLOGÍA Y ORGANIZACIÓN PARA PROCESOS PRODUCTIVOS, EN PROYECTOS DE INVERSIÓN ESPECÍFICOS",81840.0
2026-08-12,ACTIVOS REALES,"CONSULTORÍA PARA CAPACITACIÓN, TRANSFERENCIA DE TECNOLOGÍA Y ORGANIZACIÓN PARA PROCESOS PRODUCTIVOS, EN PROYECTOS DE INVERSIÓN ESPECÍFICOS",100440.0
2026-08-12,ACTIVOS REALES,"CONSULTORÍA PARA CAPACITACIÓN, TRANSFERENCIA DE TECNOLOGÍA Y ORGANIZACIÓN PARA PROCESOS PRODUCTIVOS, EN PROYECTOS DE INVERSIÓN ESPECÍFICOS",113040.0
2026-08-12,ACTIVOS REALES,"CONSULTORÍA PARA CAPACITACIÓN, TRANSFERENCIA DE TECNOLOGÍA Y ORGANIZACIÓN PARA PROCESOS PRODUCTIVOS, EN PROYECTOS DE INVERSIÓN ESPECÍFICOS",166750.0
2026-08-12,ACTIVOS REALES,"CONSULTORÍA PARA CAPACITACIÓN, TRANSFERENCIA DE TECNOLOGÍA Y ORGANIZACIÓN PARA PROCESOS PRODUCTIVOS, EN PROYECTOS DE INVERSIÓN ESPECÍFICOS",179617.66
2026-08-12,ACTIVOS REALES,"CONSULTORÍA PARA CAPACITACIÓN, TRANSFERENCIA DE TECNOLOGÍA Y ORGANIZACIÓN PARA PROCESOS PRODUCTIVOS, EN PROYECTOS DE INVERSIÓN ESPECÍFICOS",197190.0
2026-08-12,ACTIVOS REALES,"CONSULTORÍA PARA CAPACITACIÓN, TRANSFERENCIA DE TECNOLOGÍA Y ORGANIZACIÓN PARA PROCESOS PRODUCTIVOS, EN PROYECTOS DE INVERSIÓN ESPECÍFICOS",818258.16
2026-08-12,ACTIVOS REALES,"CONSULTORÍA PARA CAPACITACIÓN, TRANSFERENCIA DE TECNOLOGÍA Y ORGANIZACIÓN PARA PROCESOS PRODUCTIVOS, EN PROYECTOS DE INVERSIÓN ESPECÍFICOS",1811269.75
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,1484.1100000000006
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,2453.35
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,5250.0
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,5492.760000000002
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,6297.57
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,7354.2
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,10079.989999999998
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,13978.64
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,17472.29999999999
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,20256.210000000006
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,23429.14
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,37022.46999999997
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,59240.49
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,63611.53999999999
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,64819.15
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,79704.33
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,89689.62
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,105546.4
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,106634.17000000004
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,113314.02
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,120426.58
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,139676.36
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,141597.09
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,148051.37
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,150949.47
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,168258.68
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,168822.75
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,187082.98
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,190693.09
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,190746.53000000003
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,196169.66
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,199365.4
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,202304.38000000012
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,225104.78
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,234480.46
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,237611.74999999994
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,265910.29
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,289974.0
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,295510.83
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,303538.98
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,309959.19999999995
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,318114.85
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,322728.59
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,340481.2
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,343303.84
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,353079.15
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,365886.57
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,384385.38
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,397721.07
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,400000.0
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,409171.52
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,441870.66
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,459625.37
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,479620.36999999994
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,518659.32
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,532997.61
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,616968.9700000007
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,650576.01
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,706180.1
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,709904.8200000001
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,720867.96
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,784452.84
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,796645.03
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,799668.47
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,799999.9999999999
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,814335.8700000001
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,857346.6499999999
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,1075380.1300000001
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,1100023.93
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,1152139.72
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,1179686.77
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,1393421.02
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,1396173.65
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,1513507.3600000003
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,1558105.35
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,1876965.6099999999
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,1907163.11
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,1932249.73
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,1990954.46
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,4002618.4899999998
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,4528718.49
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,6539014.6
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,10727900.579999998
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,11190555.88
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,14904638.55
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,18249755.419999998
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,19372819.6
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,24129437.54
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Nacionales de Dominio Público,49054656.48
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,64.60000000009313
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,4186.0
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,12368.73
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,15869.96
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,17099.33
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,22532.959999999963
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,23797.83
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,25104.119999999995
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,27020.0
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,29929.66
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,67242.59
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,67453.29000000001
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,109972.9
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,110251.49
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,125224.7
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,129690.86000000004
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,137699.44
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,137771.87
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,141794.35
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,142420.35
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,144171.46000000002
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,148061.44
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,148187.98
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,149097.41999999998
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,156227.12
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,156446.20999999996
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,163645.43
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,165054.47
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,165627.91
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,166995.90000000002
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,186388.10999999987
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,193241.56
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,195888.15
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,203523.04
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,210271.17
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,217995.94
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,230731.35
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,239295.05000000002
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,240340.73
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,246423.66
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,258068.28999999998
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,261397.58000000007
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,262412.26999999996
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,262743.4
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,268578.52
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,271305.49
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,276812.29
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,277749.08
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,278289.2
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,309714.57
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,321825.18
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,325910.63
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,327445.76
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,345375.42
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,348507.72
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,357135.64
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,361171.22
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,378141.93
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,384677.88
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,385393.91000000003
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,396695.99000000005
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,399202.47
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,404089.99
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,426335.28
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,429908.18
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,433024.38
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,452552.5
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,461504.3
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,475252.42
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,480920.22000000003
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,480955.9700000001
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,497321.19000000006
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,512505.25
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,526592.97
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,530606.97
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,558390.5
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,567858.83
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,591684.25
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,601724.9699999999
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,616178.28
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,627281.92
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,729834.5299999999
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,759041.0
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,771930.87
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,803373.4899999999
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,840030.43
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,851296.2
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,875894.6
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,886829.68
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,904539.4
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,906295.4299999999
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,917052.9600000001
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,917356.2999999998
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,929938.6100000001
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,944822.2600000001
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,959821.28
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,1000705.3700000001
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,1011829.6900000001
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,1021411.7
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,1076623.83
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,1084143.96
2026-08-12,ACTIVOS REALES,Construcciones y Mejoras de Bienes Públicos Nacionales de Dominio Privado,1109043.81
