fecha,grupo,partida,devengado
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",66120.0
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",66146.39
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",68451.29000000001
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",68490.0
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",70431.67999999998
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",72521.34
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",73769.04999999999
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",75165.04000000001
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",75353.61
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",76102.90999999999
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",76307.73
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",77429.87
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",77707.20999999999
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",78004.13
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",80170.09
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",80237.99999999999
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",80707.79
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",81132.0
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",82244.0
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",83549.57
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",83614.89
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",83802.26
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",84485.93
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",84642.04000000001
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",85467.88999999998
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",86172.2
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",87293.3
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",89995.4
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",90670.98
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",90800.0
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",91515.59
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",93357.81999999999
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",94257.78000000001
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",94359.90000000001
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",95716.0
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",95723.04999999999
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",97407.98
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",97488.42999999996
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",98223.61
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",98447.95
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",104258.29999999999
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",106477.06
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",106863.26000000001
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",107097.01
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",110031.92000000001
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",110513.0
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",110539.73
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",114945.57999999999
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",115990.24999999999
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",119652.20999999999
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",119655.0
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",119971.86999999998
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",123227.9
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",124685.47000000002
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",125850.22999999995
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",126422.69999999998
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",126457.95000000001
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",127199.71000000004
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",128022.65
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",130127.0
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",131228.82
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",134171.38999999998
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",134414.38
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",134963.95
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",135357.88999999998
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",137076.3
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",141144.74
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",142381.53
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",145473.48999999996
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",145743.93
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",146899.0
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",148473.93999999997
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",150572.03
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",155653.86
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",155725.28999999998
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",156741.43
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",164856.52000000002
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",165762.93999999994
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",166572.78000000003
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",166981.2
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",168635.61
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",170148.83000000002
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",172078.19999999998
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",172836.37000000002
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",179239.32
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",186035.58000000002
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",189293.18000000002
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",219860.03999999995
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",221856.51
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",223752.85999999996
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",230790.2
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",232359.38
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",235192.22999999998
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",243839.6
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",247133.82999999996
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",250680.94999999998
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",255163.52
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",260564.39999999994
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",260902.34999999998
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",267079.35000000003
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",269737.47
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",280782.87
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",291419.68
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",301560.77
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",304472.8
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",308820.03
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",312033.43000000005
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",319804.73000000004
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",326369.76999999996
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",336871.68
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",338948.36
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",340611.47000000003
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",346224.11999999994
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",375638.97
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",387129.94
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",393384.05
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",412979.0
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",414011.08
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",416589.20999999996
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",447046.17
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",458919.41000000003
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",501649.4700000001
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",525170.0
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",544086.31
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",559609.3
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",560990.0
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",565356.03
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",591778.0
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",595527.9400000001
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",721118.7299999993
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",806860.3999999999
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",861192.7400000005
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",963744.0
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",1219281.67
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",1276915.0599999996
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",1326927.43
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",1402445.56
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",1421574.4699999997
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",1437218.76
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",2084677.31
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",2366173.9499999997
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",2866327.5600000015
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",2970751.3
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",5102910.9399999995
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",131476141.60999995
2026-08-12,MATERIALES Y SUMINISTROS,"Combustibles, Lubricantes, Derivados y otras Fuentes de Energía",5277030985.580001
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,40.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,126.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,150.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,160.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,218.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,306.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,315.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,330.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,400.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,400.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,415.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,436.5300000000002
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,450.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,450.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,480.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,520.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,540.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,540.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,570.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,684.78
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,700.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,720.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,760.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,764.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,784.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,811.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,950.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,950.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,960.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,996.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,1000.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,1000.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,1039.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,1070.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,1100.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,1110.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,1140.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,1180.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,1187.5
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,1193.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,1217.39
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,1300.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,1360.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,1376.09
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,1574.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,1600.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,1624.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,1647.8
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,1700.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,1730.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,1805.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,1900.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,1900.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,1900.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,2000.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,2000.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,2125.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,2150.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,2160.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,2220.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,2280.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,2380.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,2500.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,2500.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,2540.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,2900.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,3050.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,3060.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,3150.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,3295.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,3312.6
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,3410.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,3570.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,3600.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,3700.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,4000.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,4190.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,4275.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,4340.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,4400.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,4750.000000000001
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,4800.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,4845.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,4920.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,5064.35
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,5430.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,5454.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,5718.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,5860.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,6250.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,6356.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,6690.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,7210.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,7400.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,7500.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,7650.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,8090.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,8337.5
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,8630.07
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,8640.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,9160.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,9200.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,9307.4
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,9800.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,10478.919999999998
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,10886.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,11160.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,11786.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,12820.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,13734.2
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,13921.6
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,14750.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,17385.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,17433.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,18206.4
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,20100.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,22360.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,22430.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,23344.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,28100.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,28580.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,29620.5
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,31295.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,31700.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,31719.95
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,31968.489999999998
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,38312.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,39380.0
2026-08-12,MATERIALES Y SUMINISTROS,Confecciones Textiles,42395.2
