fecha_programacion,distrito_nombre,producto,familia,familia_codigo,cliente,volumen_programado
2026-09-14,Zona Comercial San Jose de Chiquitos,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,SURTIDOR GUAPOMO S.R.L.,10000.0
2026-09-14,Zona Comercial San Jose de Chiquitos,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,E° S° SAN IGNACIO DE VELASCO,10000.0
2026-09-14,Zona Comercial San Jose de Chiquitos,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,ESTACION DE SERVICIO CASIRIGEOPETROL S.R.L.,10000.0
2026-09-14,Zona Comercial San Jose de Chiquitos,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,"ESTACION DE SERVICIO ""GEOPETROL""",10000.0
2026-09-14,Zona Comercial San Jose de Chiquitos,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,"ESTACION DE SERVICIO ""GASOBOL""",10000.0
2026-09-14,Zona Comercial San Jose de Chiquitos,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,"EST. DE SERVICIO ""EL CHIQUITANO""",10000.0
2026-09-14,Zona Comercial San Jose de Chiquitos,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,SURTIDOR GUAPOMO S.R.L.,15000.0
2026-09-14,Zona Comercial San Jose de Chiquitos,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,E° S° SAN IGNACIO DE VELASCO,15000.0
2026-09-14,Zona Comercial San Jose de Chiquitos,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,ESTACION DE SERVICIO CASIRIGEOPETROL S.R.L.,15000.0
2026-09-14,Zona Comercial San Jose de Chiquitos,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,"ESTACION DE SERVICIO ""GEOPETROL""",15000.0
2026-09-14,Zona Comercial San Jose de Chiquitos,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,"ESTACION DE SERVICIO ""GASOBOL""",15000.0
2026-09-14,Zona Comercial San Jose de Chiquitos,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,"EST. DE SERVICIO ""EL CHIQUITANO""",15000.0
2026-09-14,Zona Comercial San Jose de Chiquitos,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,E°S° CIRO ROMERO ESTRADA- ROMERO ESTRADA CIRO,10000.0
2026-09-14,Zona Comercial San Jose de Chiquitos,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,E°S° BIANCA-MARIA MAGDALENA GUTIERREZ GONZALES,10000.0
2026-09-14,Zona Comercial San Jose de Chiquitos,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,E°S° CIRO ROMERO ESTRADA- ROMERO ESTRADA CIRO,15000.0
2026-09-14,Zona Comercial San Jose de Chiquitos,DIESEL OIL IMPORTADO EESS,Diesel Oil Importado,DIESEL_IMPORTADO,GASOLINERIA KINKO S.R.L.,10000.0
