fecha_programacion,distrito_nombre,producto,familia,familia_codigo,cliente,volumen_programado
2026-09-14,Distrito Comercial La Paz,GASOLINA ESPECIAL + EESS,Gasolina Especial +,GASOLINA_ESPECIAL_MAS,FREDY LIMACHI CHALLCO - EST. SERV. DON LEO,24000.0
2026-09-14,Distrito Comercial La Paz,DIESEL OIL IMPORTADO GRACO,Diesel Oil Importado,DIESEL_IMPORTADO,SINOHYDRO CORPORATION LIMITED - SUCURSAL BOLIVIA,24000.0
2026-09-14,Distrito Comercial La Paz,DIESEL OIL IMPORTADO GRACO,Diesel Oil Importado,DIESEL_IMPORTADO,LT S.A. SUCURSAL BOLIVIA,24000.0
2026-09-14,Distrito Comercial La Paz,DIESEL OIL IMPORTADO GRACO,Diesel Oil Importado,DIESEL_IMPORTADO,EMP. AZUCARERA SAN BUENAVENTURA-EASBA,24000.0
2026-09-14,Distrito Comercial La Paz,DIESEL OIL IMPORTADO GRACO,Diesel Oil Importado,DIESEL_IMPORTADO,COOPERATIVA MINERA PRIMERO DE MAYO LA SALVADORA R.L.,24000.0
2026-09-14,Distrito Comercial La Paz,DIESEL OIL IMPORTADO GRACO,Diesel Oil Importado,DIESEL_IMPORTADO,COOPERATIVA MINERA AURIFERA MILLISCUNI II R.L.,24000.0
2026-09-14,Distrito Comercial La Paz,DIESEL OIL IMPORTADO GRACO,Diesel Oil Importado,DIESEL_IMPORTADO,COOPERATIVA MINERA AURIFERA LAS MORAS R.L.,24000.0
2026-09-14,Distrito Comercial La Paz,DIESEL OIL IMPORTADO GRACO,Diesel Oil Importado,DIESEL_IMPORTADO,"COOPERATIVA MINERA AURIFERA ""6 DE ENERO"" R.L.",24000.0
2026-09-14,Distrito Comercial La Paz,DIESEL OIL IMPORTADO GRACO,Diesel Oil Importado,DIESEL_IMPORTADO,COOP. MINERA 16 DE JULIO R.L.,24000.0
2026-09-14,Distrito Comercial La Paz,DIESEL OIL IMPORTADO GRACO,Diesel Oil Importado,DIESEL_IMPORTADO,COOP. MIN. AURIFERA TUPAC KATARI R.L.,24000.0
2026-09-14,Distrito Comercial La Paz,DIESEL OIL IMPORTADO CF,Diesel Oil Importado,DIESEL_IMPORTADO,EMPRESA MINING JHOANLIZCORDOVA S.R.L.,19900.0
2026-09-14,Distrito Comercial La Paz,DIESEL OIL IMPORTADO CF,Diesel Oil Importado,DIESEL_IMPORTADO,COOPERATIVA MINERA AURIFERA QURI QALA R.L.,19900.0
2026-09-14,Distrito Comercial La Paz,DIESEL OIL IMPORTADO CF,Diesel Oil Importado,DIESEL_IMPORTADO,"COOPERATIVA MINERA AURIFERA ""SEÑOR DE MAYO"" R.L.",19900.0
2026-09-14,Distrito Comercial La Paz,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,OFELIA PLATA P. - EST. SERV. UMAMARCA,24000.0
2026-09-14,Distrito Comercial La Paz,GASOLINA ESPECIAL + EESS,Gasolina Especial +,GASOLINA_ESPECIAL_MAS,OFELIA PLATA P. - EST. SERV. DARTAÑAN,24000.0
2026-09-14,Distrito Comercial La Paz,GASOLINA ESPECIAL + EESS,Gasolina Especial +,GASOLINA_ESPECIAL_MAS,EST. SERV. GASOLCAMP S.R.L.,24000.0
2026-09-14,Distrito Comercial La Paz,GASOLINA ESPECIAL + CF,Gasolina Especial +,GASOLINA_ESPECIAL_MAS,CERVECERIA BOLIVIANA NACIONAL S.A.,8000.0
2026-09-14,Distrito Comercial La Paz,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,SILVIA TORREZ.- EST. SERV. TORREZ,22000.0
2026-09-14,Distrito Comercial La Paz,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,RACING GAS S.R.L. (SUC-1),22000.0
2026-09-14,Distrito Comercial La Paz,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,PANAMERICANA INTERNACIONAL S.R.L. PAINTER S.R.L.,22000.0
2026-09-14,Distrito Comercial La Paz,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,MARIO ALVAREZ M. EST. SERV. ALVAPETROL,22000.0
2026-09-14,Distrito Comercial La Paz,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,IVAN MATIAS V. - EST. SERV. REYES MATIAS,22000.0
2026-09-14,Distrito Comercial La Paz,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,ESTACION DE SERVICIO PARAISO TROPICAL,22000.0
2026-09-14,Distrito Comercial La Paz,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,ESTACION DE SERVICIO MEJIA S.R.L.,22000.0
2026-09-14,Distrito Comercial La Paz,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,ESTACION DE SERVICIO ISSUCADELA S.R.L,22000.0
2026-09-14,Distrito Comercial La Paz,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,ESTACION DE SERVICIO GASOLINERA CRUCE DE ORO S.R.L.,22000.0
2026-09-14,Distrito Comercial La Paz,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,EST. SERV. GUANAY,22000.0
2026-09-14,Distrito Comercial La Paz,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,EST. SERV. FLOR DE CAÑA S.R.L.,22000.0
2026-09-14,Distrito Comercial La Paz,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,EST. SERV. BATALLAS S.R.L. ESBA S.R.L.,22000.0
2026-09-14,Distrito Comercial La Paz,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,EST. SERV. ADALUZ PETROL,22000.0
2026-09-14,Distrito Comercial La Paz,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,ELDA S. AGUILAR V. - EST. SERV. JUAN PABLO II,24000.0
2026-09-14,Distrito Comercial La Paz,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,EDEN CLEVER CARRILLO CONDORI-ESTACION DE SERVICIO EDENCCC,22000.0
2026-09-14,Distrito Comercial La Paz,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,CLEMENTINA FANNY MAMANI MORALES - EST. SERV. LAHUACHACA Y DISTRIBUCION DE GLP,22000.0
2026-09-14,Distrito Comercial La Paz,DIESEL OIL NACIONAL EESS,Diesel Oil Nacional,DIESEL_NACIONAL,CANIAX S.R.L.,22000.0
2026-09-14,Distrito Comercial La Paz,DIESEL OIL IMPORTADO EESS,Diesel Oil Importado,DIESEL_IMPORTADO,EFRAIN LOPEZ LUCANA,22000.0
2026-09-14,Distrito Comercial La Paz,DIESEL OIL IMPORTADO EESS,Diesel Oil Importado,DIESEL_IMPORTADO,ZURSIL S.R.L. - E.S.T.,48000.0
2026-09-14,Distrito Comercial La Paz,DIESEL OIL IMPORTADO EESS,Diesel Oil Importado,DIESEL_IMPORTADO,MARIA PATZI-EST. SERV. VARELA,24000.0
2026-09-14,Distrito Comercial La Paz,DIESEL OIL IMPORTADO EESS,Diesel Oil Importado,DIESEL_IMPORTADO,GREGORIO CUENTAS M. EST. SERV. DRAGON DE ORO,12000.0
2026-09-14,Distrito Comercial La Paz,DIESEL OIL IMPORTADO EESS,Diesel Oil Importado,DIESEL_IMPORTADO,GAS SAN FELIPE S.R.L.,20000.0
2026-09-14,Distrito Comercial La Paz,DIESEL OIL IMPORTADO EESS,Diesel Oil Importado,DIESEL_IMPORTADO,ESTACIÓN DE SERVICIO LAS ROSAS S.R.L.,20000.0
2026-09-14,Distrito Comercial La Paz,DIESEL OIL IMPORTADO EESS,Diesel Oil Importado,DIESEL_IMPORTADO,ESTACIÓN DE SERVICIO ALIMARC INTER GAS BOLIVIA S.R.L.,48000.0
2026-09-14,Distrito Comercial La Paz,DIESEL OIL IMPORTADO EESS,Diesel Oil Importado,DIESEL_IMPORTADO,ESTACION DE SERVICIOS NIMAGASBOL S.R.L.,48000.0
2026-09-14,Distrito Comercial La Paz,DIESEL OIL IMPORTADO EESS,Diesel Oil Importado,DIESEL_IMPORTADO,ESTACION DE SERVICIO ZOFRI S.R.L.,48000.0
