id,municipio,departamento,gestion,mes_reporte,sector,subsector,detalle_obra,fuente_bs,contraparte_bs,mdprya_bs,inversion_total,programa,entidad_financiadora,entidad_ejecutora,beneficiarios,codigo_ine,nombre_geo,departamento_geo,provincia,fecha_inicio_orden_proceder,fecha_conclusion,plazo_ejecucion,comunidades,estado_inicio,estado_preinversion,estado_ejecucion,estado_paralizado,estado_recepcion_provisional,estado_entrega_definitiva,estado_licitacion,estado_conclusion,avance_fisico_porcentaje,avance_financiero_porcentaje,fecha_tentativa_inauguracion,detalle_obra_proyecto,hectareas_conexiones_atendidas,empresa_constructora,empresa_supervisora,viceministerio,sisin_web
80955,PARIA (SORACACHI),ORURO,2026,8,AGROPECUARIO,AGRICOLA,INCREMENTO A LA PRODUCCION Y COMERCIALIZACION DE ZANAHORIA DE LA COMUNIDAD DE PISAQUERI,483000.00,295360.00,0.00,778360.00,PAR III,Banco Mundial,EMPODERAR,23,,,,,2024-01-07,2026-01-07,730,Pisaqueri,,,X,,,,,,57.00,62.00,,Consiste en la comercialización de zanahoria de la comunidad Pisaqueri de acuerdo a las exigencias del comprador,22.00,,,VDAyDI,
81345,PASORAPA,COCHABAMBA,2026,8,AGROPECUARIO,AGRICOLA,CONSTRUCCION DE ATAJADOS INDIVIDUALES PARA  RIEGO PRESURIZADO  CON ENFOQUE DE ADAPTACION AL CAMBIO CLIMATICO PARA LA PRODUCCION DE PAPA EN LA...,216408.00,72348.00,0.00,288756.00,ACCESOS RURAL,FIDA,APROCAM,20,030202,Pasorapa,Cochabamba,Campero,2026-05-27,2026-12-14,201,PASORAPILLA,,,X,,,,,,10.00,0.00,2026-12-14,Implementar sistemas de cosecha de agua para los productores de la comunidad de Pasorapilla para la producción agrícola,5.00,,,VDAyDI,
80416,PASORAPA,COCHABAMBA,2026,8,AGROPECUARIO,PECUARIA,CONSTRUCCIÓN DE ATAJADOS Y BEBEDEROS PARA EL CONSUMO DE GANADO BOVINO EN EL MUNICIPIO DE PASORAPA,1415527.79,89001.70,0.00,1504529.49,FDI,FDI,GAM PASORAPA,30,030202,Pasorapa,Cochabamba,Campero,2024-07-25,2026-03-16,505,"ZAPALLAR, SEIVAS, BUENA VISTA, RUDAPAMPA, YUNGAS, SEPOS, LA PIEDRA",,,,,X,,,,100.00,0.00,,"Promover la producción ganadera bovina a través del uso de infraestructura productiva (atajados), para la cosecha de agua de lluvia que se...",0.00,,,VDAyDI,13080011000000
81837,PASORAPA,COCHABAMBA,2026,8,AGROPECUARIO,AGRICOLA,IMPLEMENTACION DE RIEGO PRESURIZADO RESILIENTE CON ENFOQUE DE ADAPTACION AL CAMBIO CLIMATICO PARA LA PRODUCCION DE PAPA EN LA COMUNIDAD LA AGUADA...,150000.00,47593.50,0.00,197593.50,ACCESOS RURAL,FIDA,APROCAM,15,030202,Pasorapa,Cochabamba,Campero,2026-05-27,2026-12-14,201,LA AGUADA,,,X,,,,,,10.00,0.00,2026-12-14,•Implementar sistemas de cosecha de agua para los productores de la comunidad La Aguada para la producción agrícola,2.70,,,VDAyDI,
81344,PASORAPA,COCHABAMBA,2026,8,AGROPECUARIO,AGRICOLA,IMPLEMENTACION DE RIEGO PRESURIZADO RESILIENTE CON ENFOQUE DE ADAPTACION AL CAMBIO CLIMATICO PARA LA PRODUCCION DE PAPA EN LA COMUNIDAD DE LA OTB...,200000.00,64060.00,0.00,264060.00,ACCESOS RURAL,FIDA,APROCAM,20,030202,Pasorapa,Cochabamba,Campero,2026-05-27,2026-12-14,201,OTB NORTE,,,X,,,,,,10.00,0.00,2026-12-14,•Implementar sistemas de cosecha de agua para los productores de la comunidad de  la OTB Norte para la producción agrícola,2.72,,,VDAyDI,
79442,PATACAMAYA,LA PAZ,2026,8,INDUSTRIA,OTROS INDUSTRIA,IMPLEMENTACIÓN PLANTA DE AGROINSUMOS La Paz – PATACAMAYA,51271506.00,0.00,0.00,51271506.00,,APORTES DE CAPITAL TGN,EEPAF,122,021305,Patacamaya,La Paz,Aroma,2023-08-30,2027-12-31,1585,Sasari ,,,,X,,,,,46.48,47.66,,"Componentes o líneas y capacidades: Línea de producción de bioinsumos, principalmente bioplaguicidas, con una capacidad de 240 t/año; línea...",0.00,"ASOCIACION ACCIDENTAL SUKES-ECOTER S.R.L. “COMPONENTE 1”, CONSTRUCCION DE LAS LINEAS DE PRODUCCION DE BIOINSUMOS, FERTILIZANTES LIQUIDOS Y ABONOS...",EMPRESA CONTRATADA: P.A.D.I.C S.R.L. CONTRATO SEDEM-GG/EEPAF-CD N° 075/2023.,VPI,1320008600000
79225,PATACAMAYA,LA PAZ,2026,8,AGROPECUARIO,RIEGO,CONST. SISTEMA DE RIEGO COMUNIDAD SASARI (PATACAMAYA),2245626.97,249514.02,0.00,2495140.99,PROYECTO GESTIÓN RESILIENTE DEL AGUA PARA RIEGO COMUNITARIO Y FAMILIAR,BIRF - BANCO MUNDIAL,UTEP PATRIA AGUA,325,021305,Patacamaya,La Paz,Aroma,,,,SASARI,X,,,,,,,,0.00,0.00,,"El desarrollo del presente proyecto beneficiará directamente a 65 familias, asegurando el riego total óptimo de 27.33 has incrementales.a)Obra...",27.33,,,VRHRAPySB,0041-04212-00000
79565,PATACAMAYA,LA PAZ,2026,8,AGROPECUARIO,Pecuario,Incremento volumen de producción de leche fresca en la comunidad El Manantial,1553946.72,388486.68,0.00,1942433.40,PAR III,Banco Mundial,EMPODERAR,74,021305,Patacamaya,La Paz,Aroma,2024-02-07,2026-01-07,729,Comunidad El Manantial,,,X,,,,,,19.00,24.00,,"La comunidad El Manantial, incrementara la producción de leche 630000 Lt/año, a 1080000 Lt/año, entregando un producto de calidad a la Sra....",107.04,,,VDAyDI,
79111,PATACAMAYA,LA PAZ,2026,8,AGROPECUARIO,RIEGO,CONSTRUCCION SISTEMA DE RIEGO COLLPA HUANCARANI (PATACAMAYA),1901160.02,211240.01,0.00,2112400.03,PROYECTO GESTIÓN RESILIENTE DEL AGUA PARA RIEGO COMUNITARIO Y FAMILIAR,BIRF - BANCO MUNDIAL,UTEP PATRIA AGUA,541,021305,Patacamaya,La Paz,Aroma,,,,COLLPA HUANCARANI,X,,,,,,,,0.00,0.00,,●         Construcción del Canal de Conducción Principalo    Longitud total: 2 873 mo    Sección del canal en hormigón ciclópeoo...,43.90,,,VRHRAPySB,0041-04213-00000
79004,PAZNA,ORURO,2026,8,SANEAMIENTO BASICO,ALCATARILLADO SANITARIO,CONST. SISTEMA DE ALCANTARILLADO SANITARIO TOTORAL (PAZÑA),3384774.07,846193.51,0.00,4230967.58,PASCIM,BID,EMAGUA,1274,,,,,,,366,TOTORAL,X,,,,,,,,0.00,21.93,2026-01-11,"OBJETIVO GENERAL: Mejorar las condiciones sanitarias mediante la implementación de una red de alcantarillado sanitario, sistema de tratamiento de...",364.00,ASOCIACION ACCIDENTAL SIPCON - YGMAB ASOCIADOS,,VRHRAPySB,0253-00630-00000
80644,PAZñA,ORURO,2026,8,AGROPECUARIO,Pecuario,"IMPLEMENTACION DE GALLINEROS FAMILIARES EN LA COMUNIDAD TOTORAL CHICO, MUNICIPIO DE PAZÑA",146475.00,76145.66,0.00,222620.66,PAR III,Banco Mundial,EMPODERAR,27,040602,Pazña,Oruro,Poopó,2024-04-11,2026-04-05,546,Totoral Chico,,,X,,,,,,61.00,66.00,,"Costruccion de Gallineros familiares con muro de ladrillo de 6 H y cubierta de calamina de 5,83 m2, con area libre cubierto de una estructura tipo...",0.00,,,VDAyDI,
80816,PAZñA,ORURO,2026,8,AGROPECUARIO,AGRICOLA,"CONSTRUCCION DE CARPAS SOLARES PARA PRODUCCION DE HORTALIZAS EN LA COMUNIDAD TOTORAL CHICO, MUNICIPIO DE PAZÑA",251875.00,158104.52,0.00,409979.52,PAR III,Banco Mundial,EMPODERAR,25,040602,Pazña,Oruro,Poopó,2024-04-11,2026-04-05,546,Totoral Chico,,,X,,,,,,56.00,61.00,,"Contruccion de Carpas Solares con muro de adobe y cubierta de policarbonato de 13,54 m2 (3,89mx3,48m) de superficie  para la produccion de hortalizas.",0.00,,,VDAyDI,
80607,PAZñA,ORURO,2026,8,AGROPECUARIO,Pecuario,PRODUCCION Y COMERCIALIZACION DE LECHE EN MARKA PEÑAS,567000.00,162140.00,0.00,729140.00,PAR III,Banco Mundial,EMPODERAR,27,040602,Pazña,Oruro,Poopó,2024-01-07,2026-01-07,730,Jacha Marka Tapacari - Condor Apacheta,,,X,,,,,,69.00,74.00,,"Incremento de la producción y comercialización de queso de ovino en al menos el 5% en Marka Peñas, mediante la implementación de tanques para...",0.00,,,VDAyDI,
80203,PAZñA,ORURO,2026,8,AGROPECUARIO,AGRICOLA,INCREMENTO A LA PRODUCCIÓN Y COMERCIALIZACIÓN DE FORRAJE (ALFA ALFA) EN LA COMUNIDAD CANAGA,692978.00,194101.00,0.00,887079.00,PAR III,Banco Mundial,EMPODERAR,33,040602,Pazña,Oruro,Poopó,2024-01-07,2026-01-07,730,Canaga,,,X,,,,,,65.00,70.00,,"Incrementar la produccion de alfalfa en al menos el 5% para la comercialización en la comunidad Canaga, mediante la implementacion del riego...",37.90,,,VDAyDI,
79126,PELECHUCO,LA PAZ,2026,8,AGROPECUARIO,PECUARIA,CONSTRUCCIÓN DE RESERVORIOS (ATAJADOS Y VIGUIÑAS) PARA CONSUMO ANIMAL EN COMUNIDADES DEL MUNICIPIO DE PELECHUCO,1500000.00,520363.59,0.00,2020363.59,FDI,FDI,GAM PELECHUCO,503,020702,Pelechuco,La Paz,Franz Tamayo,2025-01-22,2026-06-02,380,"HICHOCOLLO ALTO, HICHOCOLLO ALTO A, HICHOCOLLO CENTRO B, HICHOCOLLO CENTRO A, UCHA UCHA ALTO, UCHA UCHA CENTRO, UCHA UCHA BAJO, ULLA ULLA, HUACOCHANI, PLAN AEROPUERTO",,,,X,,,,,0.00,0.00,,Desarrollar la productividad camélida a través del uso de maquinaria pesada para la construcción de infraestructura productiva (atajados y...,0.00,,,VDAyDI,12501789800000
81480,POCOATA,POTOSí,2026,8,AGROPECUARIO,AGRICOLA,INCREMENTO DE LA CAPACIDAD PRODUCTIVA Y DE LA COMERCIALIZACION DE MAIZ EN LA COMUNIDAD DE COYHUARUMA,343185.69,136480.31,0.00,479666.00,PAR III,Banco Mundial,EMPODERAR,18,050403,Pocoata,Potosí,Chayanta,2024-01-07,2026-01-07,730,Comunidad Coyhuaruma,,,X,,,,,,63.00,68.00,,"PRODUCCION DE MAIZ DE CALIDAD, PARA MEJORARA LA CALIDAD DE VIDA EN LAS FAMILIAS DE LA COMUNIDAD DE COYHUARUMA",12.50,,,VDAyDI,
79445,POCOATA,POTOSí,2026,8,AGROPECUARIO,Infraestructura,CONSTRUCCIÓN SISTEMA DE RIEGO VIVIYE EN EL MUNICIPIO DE POCOATA,2380953.86,595238.47,0.00,2976192.33,PAR III,Banco Mundial,EMPODERAR,122,050403,Pocoata,Potosí,Chayanta,,,,COMUNIDAD VIVIYE,,,,,,,X,,0.00,0.00,,"CONSTRUCCION DE SISTEMAS DE RIEGO POR SECTORES CON TODOS SUS COMPONENTES (OBRA DE TOMA, RED DE ADUCCION, TANQUES DE ALMACENAMIENTO, RED DE...",38.69,,JAVIER DURAN LOMAR,VDAyDI,0047-50722-00000
80807,POCOATA,POTOSí,2026,8,AGROPECUARIO,Pecuario,Construcción de porquerizas en la Comunidad de Cota Cota,387181.25,96060.60,0.00,483241.85,PAR III,Banco Mundial,EMPODERAR,25,050403,Pocoata,Potosí,Chayanta,2025-03-27,2026-09-26,548,COTA COTA,,,X,,,,,,75.00,80.00,,"ste proyecto busca optimizar la producción porcina en la comunidad de Cota Cota, Bolivia, a través de la implementación de prácticas...",0.00,,,VDAyDI,
79737,POCOATA,POTOSí,2026,8,AGROPECUARIO,Infraestructura,CONSTRUCCION SISTEMA DE RIEGO TICA PAMPA,1650969.33,412742.33,0.00,2063711.66,PAR III,Banco Mundial,EMPODERAR,50,050403,Pocoata,Potosí,Chayanta,2025-10-21,2026-01-09,316,TICA PAMPA,,,X,,,,,,16.50,23.97,,"El proyecto contempla la construcción de un sistema de riego, que tienen los componentes hidraulicos: obra de toma tipo azud, red de aducción...",38.89,ASOCIACION ACCIDENTAL CONVYV Y ASOCIADOS,Ing. Angel Cruz Quispe,VDAyDI,0047-50590-00000
81076,POCOATA,POTOSí,2026,8,AGROPECUARIO,AGRICOLA,"INCREMENTO DE LA CAPACIDAD PRODUCTIVA Y DE LA COMERCIALIZACION DE PAPA POR LA COMUNIDAD DE YAURIRI, PARA CUMPLIR EL ACUERDO DE NEGOCIO",451017.08,170825.92,0.00,621843.00,PAR III,Banco Mundial,EMPODERAR,22,050403,Pocoata,Potosí,Chayanta,2024-01-07,2026-01-07,730,Yauriri,,,X,,,,,,64.00,69.00,,PRODUCCIÓN DE HABA PARA SU COMERCIALIZACIÓN EN VOLUMEN Y CALIDAD MEJORADA,20.00,,,VDAyDI,
80266,POCOATA,POTOSí,2026,8,AGROPECUARIO,AGRICOLA,Implementación de sistema de bombeo familiar para riego tecnificado en la Comunidad Centro Esquena.,511440.50,57456.30,0.00,568896.80,PAR III,Banco Mundial,EMPODERAR,32,050403,Pocoata,Potosí,Chayanta,2025-05-20,2026-11-19,548,CENTRO ESQUENA,,,X,,,,,,85.00,90.00,,Este subproyecto tiene como objetivo principal aumentar la disponibilidad de agua para riego en huertos familiares de la comunidad Centro Esquena....,0.00,,,VDAyDI,
79651,POCOATA,POTOSí,2026,8,AGROPECUARIO,AGRICOLA,Implementación de cercos perimetrales en huertos con cultivos en la Comunidad de Kea Kea,883009.56,215644.00,0.00,1098653.56,PAR III,Banco Mundial,EMPODERAR,58,050403,Pocoata,Potosí,Chayanta,2025-05-20,2026-11-19,548,KEA KEA,,,X,,,,,,75.00,80.00,,Este proyecto se enfoca en fortalecer la producción hortícola de 58 familias en la comunidad de Kea Kea  a través de la implementación de...,0.00,,,VDAyDI,
79652,POCOATA,POTOSí,2026,8,AGROPECUARIO,AGRICOLA,Ampliación del sistema de riego de la comunidad de Fary Macha Macha,898894.56,213801.00,0.00,1112695.56,PAR III,Banco Mundial,EMPODERAR,58,050403,Pocoata,Potosí,Chayanta,2025-10-29,2027-04-28,546,FARI MACHAMACHA,,,X,,,,,,76.00,81.00,,"Los agricultores continúan con el mismo sistema de producción en sus pequeñas parcelas. Sin embargo, el proyecto busca mejorar la resiliencia y...",36.24,,,VDAyDI,
79673,POCOATA,POTOSí,2026,8,AGROPECUARIO,Infraestructura,CONSTRUCCION SISTEMA DE RIEGO TURURU,1017369.30,254342.32,0.00,1271711.62,PAR III,Banco Mundial,EMPODERAR,55,050403,Pocoata,Potosí,Chayanta,2025-05-15,2025-10-25,164,TURURU,,,,,,X,,,100.00,95.00,,"El proyecto contempla la construcción de un sistema de riego, que tienen los componentes hidraulicos: obra de toma movil mas desarenador , red de...",21.15,ASOCIACION ACCIDENTAL GEOHIDRO Y ASOCIADOS,Ing. Guido Villegas Sierralta,VDAyDI,0047-50552-00000
81849,POCOATA,POTOSí,2026,8,AGROPECUARIO,AGRICOLA,"INCREMENTO DE LA CAPACIDAD PRODUCTIVA Y DE LA COMERCIALIZACION DE PAPA POR LA COMUNIDAD DE CALOXA, PARA CUMPLIR EL ACUERDO DE NEGOCIO",287171.00,73920.00,0.00,361091.00,PAR III,Banco Mundial,EMPODERAR,14,050403,Pocoata,Potosí,Chayanta,2024-01-07,2026-01-07,730,Caloxa,,,X,,,,,,70.00,75.00,,PRODUCIR PAPA EN SUS DIFRENTES VARIEDADES MEJORANDO LA CALIDAD PARA SU COMERCIALIZACION.,14.00,,,VDAyDI,
79917,POCOATA,POTOSí,2026,8,AGROPECUARIO,AGRICOLA,Implementación de sistemas de cosechas de agua de lluvia para riego tecnificado en la comunidad de Suarani,635410.22,79486.00,0.00,714896.22,PAR III,Banco Mundial,EMPODERAR,41,050403,Pocoata,Potosí,Chayanta,2025-07-11,2027-06-05,545,SUARANI,,,X,,,,,,84.00,89.00,,La implementación de sistemas de cosecha de agua de lluvia y la instalación de sistemas de riego parcelario tecnificado (por aspersión)...,2.56,,,VDAyDI,
79946,POCOATA,POTOSí,2026,8,AGROPECUARIO,AGRICOLA,Implementación de tanques para riego tecnificado de frutales en la Comunidad de Tacarani,619904.80,119040.00,0.00,738944.80,PAR III,Banco Mundial,EMPODERAR,40,050403,Pocoata,Potosí,Chayanta,2025-03-27,2026-09-26,548,TACARANI,,,X,,,,,,79.00,84.00,,"Este subproyecto busca mejorar el sistema de riego tecnificado y la producción frutícola en la Comunidad de Tacarani. Para lograrlo, se han...",0.00,,,VDAyDI,
81619,POCOATA,POTOSí,2026,8,AGROPECUARIO,AGRICOLA,"INCREMENTO DE LA CAPACIDAD PRODUCTIVA Y DE LA COMERCIALIZACIÓN DE PAPA POR LA COMUNIDAD DE CHURECALA DEL MUNICIPIO DE POCOATA, PARA CUMPLIR EL...",299730.00,85340.00,0.00,385070.00,PAR III,Banco Mundial,EMPODERAR,17,050403,Pocoata,Potosí,Chayanta,2024-11-18,2026-01-07,590,Churicala,,,X,,,,,,69.00,74.00,,INCREMENTAR LA PRODUCCION Y CALIDAD DE LA PAPA EN LA COMUNIDA DE CHURICALA,4.25,,,VDAyDI,
80402,POCOATA,POTOSí,2026,8,AGROPECUARIO,AGRICOLA,Ampliación del sistema de riego de la comunidad Qota,464811.30,118287.00,0.00,583098.30,PAR III,Banco Mundial,EMPODERAR,30,050403,Pocoata,Potosí,Chayanta,2025-10-29,2027-04-28,546,Qota,,,X,,,,,,75.00,80.00,,"Los agricultores continúan con el mismo sistema de producción en sus pequeñas parcelas. Sin embargo, el proyecto busca mejorar la resiliencia y...",3.39,,,VDAyDI,
80401,POCOATA,POTOSí,2026,8,AGROPECUARIO,AGRICOLA,Implementación de carpas solares familiares bajo riego tecnificado en la comunidad Fito Jarana,464963.25,117402.00,0.00,582365.25,PAR III,Banco Mundial,EMPODERAR,30,050403,Pocoata,Potosí,Chayanta,2025-10-29,2027-04-28,546,FITO JARANA,,,X,,,,,,75.00,80.00,,La implementación de carpas solares familiares equipadas con sistemas de riego por goteo en la comunidad de Fito Jarana representa un avance...,0.13,,,VDAyDI,
79077,POCOATA,POTOSí,2026,8,AGROPECUARIO,RIEGO,CONSTRUCCION REPRESA Y SISTEMA DE RIEGO PAMPOYO BERENGUELA (POCOATA),7420322.13,1855080.54,0.00,9275402.67,PRITEC I,BID,UTEP PATRIA AGUA,680,050403,Pocoata,Potosí,Chayanta,,,360,Pampoyo Berenguela,,,,,,,X,,0.00,0.00,,I) Componente de infraestructura de riego•        Se implementará un sistema de distribución de riego para un área incremental de 526...,63.00,,,VRHRAPySB,0086-60701-00000
80716,POCOATA,POTOSí,2026,8,AGROPECUARIO,AGRICOLA,"INCREMENTO DE LA CAPACIDAD PRODUCTIVA Y DE LA COMERCIALIZACIÓN DE MAIZ POR LA COMUNIDAD DE TORUGA DEL MUNICIPIO DE POCOATA, PARA CUMPLIR EL ACUERDO...",432471.90,132188.10,0.00,564660.00,PAR III,Banco Mundial,EMPODERAR,26,050403,Pocoata,Potosí,Chayanta,2024-11-18,2026-01-07,590,Toruga,,,X,,,,,,65.00,70.00,,PRODUCION DE MAIZ DE CALIDAD Y CANTIDAD PARA MEJORAR LA CALIDAD DE VIDA EN LAS FAMILIAS DE LA COMUNIDAD DE TORUGA,13.00,,,VDAyDI,
80735,POCOATA,POTOSí,2026,8,AGROPECUARIO,AGRICOLA,Ampliación del sistema de riego de la comunidad de Koya Baja,402884.69,127800.00,0.00,530684.69,PAR III,Banco Mundial,EMPODERAR,26,050403,Pocoata,Potosí,Chayanta,2025-10-29,2027-04-28,546,KOYA BAJA,,,X,,,,,,71.00,76.00,,"Los agricultores continúan con el mismo sistema de producción en sus pequeñas parcelas. Sin embargo, el proyecto busca mejorar la resiliencia y...",3.30,,,VDAyDI,
81120,POCOATA,POTOSí,2026,8,AGROPECUARIO,AGRICOLA,Implementación de sistemas de cosechas de agua de lluvia para riego tecnificado en la comunidad Laca Laca,340980.60,45236.00,0.00,386216.60,PAR III,Banco Mundial,EMPODERAR,22,050403,Pocoata,Potosí,Chayanta,2025-10-29,2027-04-28,546,Laca Laca,,,X,,,,,,83.00,88.00,,"Los agricultores de la zona mantienen un sistema de producción tradicional a secano en pequeñas parcelas de ladera, un modelo que los expone a...",14.55,,,VDAyDI,
79301,POCOATA,POTOSí,2026,8,AGROPECUARIO,Infraestructura,CONSTRUCCION SISTEMAS DE RIEGO DISTRITO CAMPAYA,3199509.09,799877.27,0.00,3999386.36,PAR III,Banco Mundial,EMPODERAR,234,050403,Pocoata,Potosí,Chayanta,,,270,"Berenguela, Catariri, Lacayani, Pococha y Tanana",,,,,,,X,,0.00,0.00,,"El proyecto contempla la construcción de 5 sistema de riego en 5 comunidades, que tienen los componentes hidraulicos: obra de toma, aducción por...",55.20,,,VDAyDI,0041-04258
80130,POCOATA,POTOSí,2026,8,AGROPECUARIO,AGRICOLA,"INCREMENTO DE LA CAPACIDAD PRODUCTIVA Y DE LA COMERCIALIZACION DE PAPA POR LA COMUNIDAD DE TURBERIA DEL MUNICIPIO DE POCOATA, PARA CUMPLIR EL ACUERDO...",560340.00,181800.00,0.00,742140.00,PAR III,Banco Mundial,EMPODERAR,35,050403,Pocoata,Potosí,Chayanta,2024-11-18,2026-01-07,590,Turberia,,,X,,,,,,70.00,75.00,,"PRODUCIR PAPA EN SUS DIFERENTES VARIEDADES, PRODUCCION DE CALIDAD PARA SU COMERCIALIZACION.",8.75,,,VDAyDI,
81119,POCOATA,POTOSí,2026,8,AGROPECUARIO,AGRICOLA,Implementación de sistemas de cosecha de agua de lluvia para riego tecnificado en la comunidad de Taquiña,340909.68,44352.00,0.00,385261.68,PAR III,Banco Mundial,EMPODERAR,22,050403,Pocoata,Potosí,Chayanta,2025-10-29,2027-04-28,546,TAQUIÑA,,,X,,,,,,83.00,88.00,,"Los agricultores de la zona mantienen un sistema de producción tradicional a secano en pequeñas parcelas de ladera, un modelo que los expone a...",1.10,,,VDAyDI,
80957,POCOATA,POTOSí,2026,8,AGROPECUARIO,AGRICOLA,"INCREMENTO DE LA CAPACIDAD PRODUCTIVA Y DE LA COMERCIALIZACION DE PAPA POR LA COMUNIDAD: ""DE KAPAJ RANCHO"", PARA CUMPLIR EL ACUERDO DE NEGOCIO",468106.58,183077.42,0.00,651184.00,PAR III,Banco Mundial,EMPODERAR,23,050403,Pocoata,Potosí,Chayanta,2024-01-07,2026-01-07,730,Kapaj Rancho,,,X,,,,,,66.00,71.00,,PRODUCIR PAPA MEJORANDO LA CALIDAD PARA SU COMERCIALIZACION,22.00,,,VDAyDI,
81118,POCOATA,POTOSí,2026,8,AGROPECUARIO,AGRICOLA,Implementación de huertos familiares con cerco perimetral en la comunidad de Tumpani,340975.00,64592.00,0.00,405567.00,PAR III,Banco Mundial,EMPODERAR,22,050403,Pocoata,Potosí,Chayanta,2025-10-29,2027-04-28,546,TUMPANI,,,X,,,,,,79.00,84.00,,"La implementación de cercos protege las parcelas familiares principalmente contra el ataque de animales silvestres y, ocasionalmente, contra el...",0.00,,,VDAyDI,
80994,POCOATA,POTOSí,2026,8,AGROPECUARIO,Pecuario,Construcción de porquerizas en la Comunidad de Achumani,432538.20,218438.47,0.00,650976.67,PAR III,Banco Mundial,EMPODERAR,23,050403,Pocoata,Potosí,Chayanta,2025-03-27,2026-09-26,548,ACHUMANI,,,X,,,,,,61.00,66.00,,"Este proyecto se enfoca en mejorar la producción porcina en la comunidad de Achumani, Bolivia, a través de la implementación de prácticas...",0.00,,,VDAyDI,
78948,POCOATA,POTOSí,2026,8,RECURSOS HÍDRICOS,MANEJO INTEGRAL DE CUENCAS - MIC,MANEJO INTEGRAL DE LA MICROCUENCA POCOATA,3072287.81,2496399.21,0.00,5568687.02,PLAN NACIONAL DE CUENCAS II,UNION EUROPEA,DGCRH,3206,050403,Pocoata,Potosí,Chayanta,,,,"Sub Centralía de 10 de julio: (Cruce Esquena, Finca Esquena, Centro Esquena, Pocoata Esquena, Taconi Kasa, Huancarani, Huancarani 2, Uyaria Pasto Pampa, Janco Cala, Palca Pocoata). Sub Centralía de 15 de mayo (Pasto Pampa). Sub Centralía de Jarana...",X,,,,,,,,0.00,0.00,,"Fortalecer procesos de desarrollo de conocimientos y capacidades en las poblaciones de la Microcuenca, para mejorar la Gestión Integral de...",10712.00,,,VRHRAPySB,
80088,POCOATA,POTOSí,2026,8,AGROPECUARIO,Apicultura,Establecimiento de apiarios familiares en la Comunidad de Chiriri,236656.20,33480.00,0.00,270136.20,PAR III,Banco Mundial,EMPODERAR,36,050403,Pocoata,Potosí,Chayanta,2025-05-20,2026-11-19,548,CHIRIRI,,,X,,,,,,83.00,88.00,,"El subproyecto se enfoca en mejorar e incrementar la producción de miel en la comunidad de Chiriri, capacitando a un grupo de mujeres. Para ello,...",0.00,,,VDAyDI,
79840,POCOATA,POTOSí,2026,8,AGROPECUARIO,AGRICOLA,Implementación de cercos perimetrales en huertos con cultivos en la Comunidad de Chiriri,392728.00,82786.00,0.00,475514.00,PAR III,Banco Mundial,EMPODERAR,44,050403,Pocoata,Potosí,Chayanta,2025-05-20,2026-11-19,548,CHIRIRI,,,X,,,,,,78.00,83.00,,Este proyecto se centra en mejorar la producción hortícola de 44 familias a través de la implementación de prácticas sostenibles y la...,0.00,,,VDAyDI,
80323,POCOATA,POTOSí,2026,8,AGROPECUARIO,Pecuario,Construcción de apriscos para la crianza de ganado ovino en la Organización Territorial de Base Chanca Tuica,480005.18,105701.50,0.00,585706.68,PAR III,Banco Mundial,EMPODERAR,31,050403,Pocoata,Potosí,Chayanta,2025-10-29,2027-04-28,546,CHANCA TUICA,,,X,,,,,,77.00,82.00,,El subproyecto posibilita intensificar la ganadería ovina. La construcción de 31 apriscos de 46 m2 proporciona a las ovejas un entorno...,0.00,,,VDAyDI,
80909,POCOATA,POTOSí,2026,8,AGROPECUARIO,AGRICOLA,Implementación de sistemas de cosechas de agua de lluvia para riego tecnificado en la comunidad de Labuyo,371906.08,48384.00,0.00,420290.08,PAR III,Banco Mundial,EMPODERAR,24,050403,Pocoata,Potosí,Chayanta,2025-10-29,2027-04-28,546,LABUYO,,,X,,,,,,83.00,88.00,,La implementación de sistemas de cosecha de agua de lluvia y la instalación de sistemas de riego parcelario tecnificado (por aspersión)...,1.95,,,VDAyDI,
80056,POCOATA,POTOSí,2026,8,AGROPECUARIO,AGRICOLA,Implementación de sistemas de cosechas de agua de lluvia para riego tecnificado en la comunidad Jancocala,573494.54,70892.00,0.00,644386.54,PAR III,Banco Mundial,EMPODERAR,37,050403,Pocoata,Potosí,Chayanta,2025-10-29,2027-04-28,546,JANCOCALA,,,X,,,,,,84.00,89.00,,La implementación de sistemas de cosecha de agua de lluvia y la instalación de sistemas de riego parcelario tecnificado (por aspersión)...,2.61,,,VDAyDI,
79038,POCOATA,POTOSí,2026,8,SANEAMIENTO BASICO,ALCATARILLADO SANITARIO,CONSTRUCCIÓN SISTEMA DE ALCANTARILLADO Y PTAR COMUNIDAD JARANA (POCOATA),2236782.64,559195.67,0.00,2795978.31,PASCIM,BID,EMAGUA,927,050403,Pocoata,Potosí,Chayanta,2026-09-04,2027-03-02,180,JARANA,,,X,,,,,,6.99,0.00,,OBJETIVO GENERAL: Este proyecto tiene como objetivo la implementación de un sistema de alcantarillado y una planta de tratamiento en beneficio de...,265.00,EMPRESA CONSTRUCTORA NUEVA VISIÓN,ASOCIACIÓN ACCIDENTAL TERRASUR Y ASOCIADOS,VRHRAPySB,0253-00588-00000
